t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	7.1	0.0	0.00	0.00	2
0.53	10.9	3.8	0.00	0.00	2
1.05	10.9	0.0	0.00	0.00	2
1.57	10.9	1.9	0.00	0.00	2
2.09	10.9	0.0	0.00	0.10	2
2.61	10.9	11.5	0.00	15.36	2
3.13	10.9	24.9	0.00	34.93	2
3.65	10.9	26.9	0.00	35.80	2
4.18	10.9	25.0	0.00	35.35	2
4.70	10.9	21.1	0.00	31.85	2
5.22	10.9	23.0	0.00	32.70	2
5.74	10.9	21.1	0.00	31.61	2
6.26	10.9	23.0	0.00	32.31	2
6.78	10.9	23.0	0.00	34.96	2
7.30	10.9	25.0	0.00	36.81	2
7.82	10.9	19.2	0.00	28.59	2
8.34	11.2	32.5	0.00	32.62	2
8.87	9.3	28.8	0.00	0.00	2
9.39	0.0	0.0	0.00	0.00	0
