t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	7.1	0.0	0.00	0.00	2
0.53	10.9	1.9	0.00	0.00	2
1.05	10.9	0.0	0.00	0.00	2
1.57	10.9	1.9	0.00	0.00	2
2.09	10.9	0.0	0.00	0.27	2
2.61	10.9	11.5	0.00	15.82	2
3.13	10.9	23.0	0.00	32.21	2
3.65	10.9	23.0	0.00	35.91	2
4.17	10.9	23.0	0.00	30.95	2
4.70	10.9	24.9	0.00	35.13	2
5.22	10.9	23.0	0.00	35.54	2
5.74	10.9	28.8	0.00	39.48	2
6.26	10.9	23.0	0.00	32.23	2
6.78	10.9	26.9	0.00	37.72	2
7.30	10.9	26.9	0.00	41.03	2
7.82	10.9	25.0	0.00	33.95	2
8.34	57.2	78.7	0.00	12.77	2
8.86	0.0	0.0	0.00	0.00	0
