t_rel_s	rss_mb	cpu_pct	read_mbps	write_mbps	nprocs
0.00	7.1	0.0	0.00	0.00	2
0.53	10.9	3.8	0.00	0.00	2
1.05	10.9	0.0	0.00	0.00	2
1.57	10.9	1.9	0.00	0.00	2
2.09	10.9	0.0	0.00	0.10	2
2.61	10.9	7.7	0.00	13.28	2
3.14	10.9	23.0	0.00	29.52	2
3.66	10.9	24.9	0.00	36.21	2
4.18	10.9	23.0	0.00	33.52	2
4.70	10.9	24.9	0.00	35.43	2
5.22	10.9	24.9	0.00	34.13	2
5.74	10.9	26.9	0.00	41.49	2
6.26	10.9	24.9	0.00	33.79	2
6.79	10.9	26.8	0.00	37.41	2
7.31	10.9	23.0	0.00	32.76	2
7.83	10.9	24.9	0.00	34.85	2
8.35	10.9	61.4	0.01	20.22	2
8.87	4.5	0.0	2.21	0.00	2
9.39	9.3	59.4	4.26	0.00	2
9.92	0.0	0.0	0.00	0.00	0
